op_index,op_name,transform_start_ms,dram_start_ms,dram_end_ms,compute_start_ms,op_end_ms
0,LPU_expert0_up_linear,0.0,0.0,0.00034324,0.0,0.00034324
1,LPU_expert0_silu_mul,0.00034324,0.0,0.00034324,0.00043024,0.00043623999999999996
2,LPU_expert0_down_linear,0.00043623999999999996,0.00034324,0.00051486,0.00046023999999999994,0.00065374
