op_index,op_name,op_type,cores,num_cores,partition,input_tensors,output_tensor,transform_ms,compute_ms,local_dram_ms,local_sram_ms,max_weight_capacity_per_core_bytes,max_kv_capacity_per_core_bytes,max_io_capacity_per_core_bytes,cumulative_weight_capacity_per_core_bytes,cumulative_kv_capacity_per_core_bytes,max_io_capacity_per_core_so_far_bytes,internal_comm_ms,op_latency_ms,step_latency_ms,compute_start_time_ms,prefetch_window_ms,prefetch_dram_hidden_ms,prefetch_sram_utilization_at_compute_start,prefetch_sram_full_time_ms,dram_stream_break_count,dram_restart_penalty_ms,exposed_time_after_step_ms,bottleneck,transform_comm_semantics,internal_comm_semantics,notes
0,0_ATTN_x_rsqrt,RMSNORM,0-15,16,hidden_split,residual=<missing>,ATTN_x_rsqrt=hidden@0-15,0.000000000,0.000017500,0.000000000,0.000000000,0.0,0.0,3584.0,0.0,0.0,3584.0,0.000048035,0.000065535,0.000065535,0.000000000,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000065535,communication,residual:none(missing_input),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
1,0_ATTN_hc_fn_linear,GEMM,0-63,64,input_split,residual=<missing>,ATTN_F=replicated@0-63,0.000000000,0.000014000,0.000042905,0.000000000,10752.0,0.0,472.0,10752.0,0.0,3584.0,0.000082312,0.000096312,0.000096312,0.000065535,0.000065535,0.000042905,0.027371712,,0,0.000000000,0.000118942,communication,residual:none(missing_input),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
2,0_ATTN_F_rsqrt,ELEMENTWISE,0,1,hidden_split,ATTN_F=replicated@0-63; ATTN_x_rsqrt=hidden@0-15,ATTN_pre_post_comb=hidden@0,0.000000000,0.000000500,0.000000000,0.000000000,0.0,0.0,48.0,10752.0,0.0,3584.0,0.000000000,0.000000500,0.000000500,0.000161847,0.000118942,0.000000000,0.049678297,,0,0.000000000,0.000119442,compute,ATTN_F:none(replicated_local_slice); ATTN_x_rsqrt:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
3,0_ATTN_pre_x,ELEMENTWISE,0-63,64,hidden_split,previous=hidden@0,chain_output=hidden@0-63,0.000000000,0.000001000,0.000000000,0.000000000,0.0,0.0,896.0,10752.0,0.0,3584.0,0.000000000,0.000001000,0.000001000,0.000162347,0.000119442,0.000000000,0.049887130,,0,0.000000000,0.000120442,compute,previous:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
4,0_ATTN_pre_x_reducesum,REDUCE_SUM,0-63,64,hidden_split,previous=hidden@0-63,chain_output=hidden@0-63,0.000000000,0.000001000,0.000000000,0.000000000,0.0,0.0,560.0,10752.0,0.0,3584.0,0.000000000,0.000001000,0.000001000,0.000163347,0.000120442,0.000000000,0.050304798,,0,0.000000000,0.000121442,compute,previous:none(compatible_shards),none,{'meaning': 'split output hidden; reduce_dim is local'}
5,0_ATTN_attn_norm,RMSNORM,0-3,4,hidden_split,previous=hidden@0-63,attn_norm_output=hidden@0-3,0.000044750,0.000017500,0.000000000,0.000000000,0.0,0.0,3584.0,10752.0,0.0,3584.0,0.000025017,0.000042517,0.000087267,0.000209097,0.000166192,0.000000000,0.069413078,,0,0.000000000,0.000208710,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
6,0_q_a_linear,GEMM,0-63,64,output_split,attn_norm_output=hidden@0-3,chain_output=q_lora_rank@0-63,0.000051000,0.000224000,0.000686479,0.000000000,172032.0,0.0,7192.0,182784.0,0.0,7192.0,0.000000000,0.000426770,0.000477770,0.000302615,0.000259710,0.000259710,0.108472224,,0,0.000000000,0.000000000,local_dram,attn_norm_output:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
7,0_q_norm,RMSNORM,0-15,16,hidden_split,previous=q_lora_rank@0-63,q_lora_normed=q_lora_rank@0-15,0.000043000,0.000001000,0.000000000,0.000000000,0.0,0.0,192.0,182784.0,0.0,7192.0,0.000048035,0.000049035,0.000092035,0.000772384,0.000043000,0.000000000,0.017959695,,0,0.000000000,0.000092035,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
8,0_q_b_linear,GEMM,0-63,64,output_split,q_lora_normed=q_lora_rank@0-15,chain_output=heads*head_dim@0-63,0.000030000,0.001536000,0.006276383,0.000000000,1572864.0,0.0,2560.0,1755648.0,0.0,7192.0,0.000000000,0.006154348,0.006184348,0.000851419,0.000122035,0.000122035,0.050969916,,0,0.000000000,0.000000000,local_dram,q_lora_normed:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
9,0_qb_rnorm,RMSNORM,0-31,32,hidden_split,previous=heads*head_dim@0-63,query_heads_normed=heads*head_dim@0-31,0.000065750,0.000020000,0.000000000,0.000000000,0.0,0.0,4096.0,1755648.0,0.0,7192.0,0.000065043,0.000085043,0.000150793,0.007071517,0.000065750,0.000000000,0.027461627,,0,0.000000000,0.000150793,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
10,0_q_rope,ELEMENTWISE,0,1,heads*head_dim_split,query_heads_normed=heads*head_dim@0-31,chain_output=heads*head_dim@0,0.000000000,0.000016000,0.000000000,0.000000000,0.0,0.0,16384.0,1755648.0,0.0,16384.0,0.000000000,0.000016000,0.000016000,0.007156560,0.000150793,0.000000000,0.062981477,,0,0.000000000,0.000166793,compute,query_heads_normed:none(compatible_shards+redundant_compute_representative_group),gather(output_for_remote),{'meaning': 'split semantic axis; preserve elementwise layout'}
11,0_kv_linear,GEMM,0-63,64,input_split,attn_norm_output=hidden@0-3,chain_output=replicated@0-63,0.000000000,0.000064000,0.000228826,0.000000000,57344.0,0.0,624.0,1812992.0,0.0,16384.0,0.000116667,0.000180667,0.000180667,0.007172560,0.000166793,0.000166793,0.069664155,,0,0.000000000,0.000118634,communication,attn_norm_output:none(compatible_shards+redundant_compute_representative_group),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
