op_index,op_name,op_type,cores,num_cores,partition,input_tensors,output_tensor,transform_ms,compute_ms,local_dram_ms,local_sram_ms,max_weight_capacity_per_core_bytes,max_kv_capacity_per_core_bytes,max_io_capacity_per_core_bytes,cumulative_weight_capacity_per_core_bytes,cumulative_kv_capacity_per_core_bytes,max_io_capacity_per_core_so_far_bytes,internal_comm_ms,op_latency_ms,step_latency_ms,compute_start_time_ms,prefetch_window_ms,prefetch_dram_hidden_ms,prefetch_sram_utilization_at_compute_start,prefetch_sram_full_time_ms,dram_stream_break_count,dram_restart_penalty_ms,exposed_time_after_step_ms,bottleneck,transform_comm_semantics,internal_comm_semantics,notes
0,0_ATTN_x_rsqrt,RMSNORM,0-3,4,hidden_split,residual=<missing>,ATTN_x_rsqrt=hidden@0-3,0.000000000,0.000070000,0.000000000,0.000000000,0.0,0.0,14336.0,0.0,0.0,14336.0,0.000025017,0.000095017,0.000095017,0.000000000,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000095017,compute,residual:none(missing_input),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
1,0_ATTN_hc_fn_linear,GEMM,0-127,128,input_split,residual=<missing>,ATTN_F=replicated@0-127,0.000000000,0.000007000,0.000023715,0.000000000,5376.0,0.0,248.0,5376.0,0.0,14336.0,0.000110365,0.000117365,0.000117365,0.000095017,0.000095017,0.000023715,0.215397297,,0,0.000000000,0.000188667,communication,residual:none(missing_input),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
2,0_ATTN_F_rsqrt,ELEMENTWISE,0,1,batch_split,ATTN_F=replicated@0-127; ATTN_x_rsqrt=hidden@0-3,ATTN_pre_post_comb=batch_size@0,0.000023750,0.000000500,0.000000000,0.000000000,0.0,0.0,48.0,5376.0,0.0,14336.0,0.000000000,0.000000500,0.000024250,0.000236132,0.000212417,0.000000000,0.481533571,,0,0.000000000,0.000212917,compute,ATTN_F:none(replicated_local_slice); ATTN_x_rsqrt:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; preserve elementwise layout'}
3,0_ATTN_pre_x,ELEMENTWISE,0-63,64,hidden_split,previous=batch_size@0,chain_output=hidden@0-63,0.000000000,0.000001000,0.000000000,0.000000000,0.0,0.0,896.0,5376.0,0.0,14336.0,0.000000000,0.000001000,0.000001000,0.000236632,0.000212917,0.000000000,0.482667034,,0,0.000000000,0.000213917,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
4,0_ATTN_pre_x_reducesum,REDUCE_SUM,0-3,4,hidden_split,previous=hidden@0-63,chain_output=hidden@0-3,0.000000000,0.000010500,0.000000000,0.000000000,0.0,0.0,8960.0,5376.0,0.0,14336.0,0.000000000,0.000010500,0.000010500,0.000237632,0.000213917,0.000000000,0.484933960,,0,0.000000000,0.000224417,compute,previous:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split output hidden; reduce_dim is local'}
5,0_ATTN_attn_norm,RMSNORM,0,1,batch_split,previous=hidden@0-3,attn_norm_output=batch_size@0,0.000013250,0.000070000,0.000000000,0.000000000,0.0,0.0,14336.0,5376.0,0.0,14336.0,0.000000000,0.000070000,0.000083250,0.000261382,0.000237667,0.000000000,0.538773445,,0,0.000000000,0.000307667,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; full hidden per core'}
6,0_q_a_linear,GEMM,0-127,128,output_split,attn_norm_output=batch_size@0,chain_output=q_lora_rank@0-127,0.000000000,0.000112000,0.000379439,0.000000000,86016.0,0.0,7180.0,91392.0,0.0,14336.0,0.000000000,0.000112000,0.000112000,0.000331382,0.000307667,0.000307667,0.697458243,,0,0.000000000,0.000040228,compute,attn_norm_output:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
7,0_q_norm,RMSNORM,0,1,batch_split,previous=q_lora_rank@0-127,q_lora_normed=batch_size@0,0.000065000,0.000015000,0.000000000,0.000000000,0.0,0.0,3072.0,91392.0,0.0,14336.0,0.000000000,0.000015000,0.000080000,0.000508382,0.000105228,0.000000000,0.238544090,,0,0.000000000,0.000120228,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated),none,{'meaning': 'split batch/tokens; full hidden per core'}
8,0_q_b_linear,GEMM,0-127,128,output_split,q_lora_normed=batch_size@0,chain_output=heads*head_dim@0-127,0.000000000,0.000768000,0.003469157,0.000000000,786432.0,0.0,2048.0,877824.0,0.0,14336.0,0.000000000,0.003348928,0.003348928,0.000523382,0.000120228,0.000120228,0.272547976,,0,0.000000000,0.000000000,local_dram,q_lora_normed:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
9,0_qb_rnorm,RMSNORM,0-31,32,hidden_split,previous=heads*head_dim@0-127,query_heads_normed=heads*head_dim@0-31,0.000083375,0.000020000,0.000000000,0.000000000,0.0,0.0,4096.0,877824.0,0.0,14336.0,0.000065043,0.000085043,0.000168418,0.003955685,0.000083375,0.000000000,0.189004929,,0,0.000000000,0.000168418,communication,previous:alltoall_reshuffle(sharded_to_sharded),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
10,0_q_rope,ELEMENTWISE,0,1,heads*head_dim_split,query_heads_normed=heads*head_dim@0-31,chain_output=heads*head_dim@0,0.000000000,0.000016000,0.000000000,0.000000000,0.0,0.0,16384.0,877824.0,0.0,16384.0,0.000000000,0.000016000,0.000016000,0.004040729,0.000168418,0.000000000,0.381792004,,0,0.000000000,0.000184418,compute,query_heads_normed:none(compatible_shards+redundant_compute_representative_group),gather(output_for_remote),{'meaning': 'split semantic axis; preserve elementwise layout'}
11,0_kv_linear,GEMM,0-127,128,output_split,attn_norm_output=batch_size@0,chain_output=head_dim@0-127,0.000000000,0.000112000,0.000126480,0.000000000,28672.0,0.0,7172.0,906496.0,0.0,16384.0,0.000000000,0.000112000,0.000112000,0.004056729,0.000184418,0.000126480,0.418062815,,0,0.000000000,0.000169939,compute,attn_norm_output:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
