op_index,op_name,op_type,cores,num_cores,partition,input_tensors,output_tensor,transform_ms,compute_ms,local_dram_ms,local_sram_ms,max_weight_capacity_per_core_bytes,max_kv_capacity_per_core_bytes,max_io_capacity_per_core_bytes,cumulative_weight_capacity_per_core_bytes,cumulative_kv_capacity_per_core_bytes,max_io_capacity_per_core_so_far_bytes,internal_comm_ms,op_latency_ms,step_latency_ms,compute_start_time_ms,prefetch_window_ms,prefetch_dram_hidden_ms,prefetch_sram_utilization_at_compute_start,prefetch_sram_full_time_ms,dram_stream_break_count,dram_restart_penalty_ms,exposed_time_after_step_ms,bottleneck,transform_comm_semantics,internal_comm_semantics,notes
0,0_ATTN_x_rsqrt,RMSNORM,0-15,16,2d_batch_hidden:8x2,residual=<missing>,"ATTN_x_rsqrt=2d:batch_size,hidden@0-15",0.000000000,0.000140000,0.000000000,0.000000000,0.0,0.0,28672.0,0.0,0.0,28672.0,0.000048035,0.000188035,0.000188035,0.000000000,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000188035,compute,residual:none(missing_input),allreduce(rms_stats_per_batch_shard),{'meaning': 'split batch and hidden; approximate allreduce RMS statistic'}
1,0_ATTN_hc_fn_linear,GEMM,0-127,128,input_split,residual=<missing>,ATTN_F=replicated@0-127,0.000000000,0.000014000,0.000021259,0.000000000,5376.0,0.0,1984.0,5376.0,0.0,28672.0,0.000121917,0.000135917,0.000135917,0.000188035,0.000188035,0.000021259,0.029719145,,0,0.000000000,0.000302692,communication,residual:none(missing_input),allreduce(output),{'meaning': 'split K/input features; row parallel; allreduce output'}
2,0_ATTN_F_rsqrt,ELEMENTWISE,0,1,batch_split,"ATTN_F=replicated@0-127; ATTN_x_rsqrt=2d:batch_size,hidden@0-15",ATTN_pre_post_comb=batch_size@0,0.000146250,0.000000500,0.000000000,0.000000000,0.0,0.0,384.0,5376.0,0.0,28672.0,0.000000000,0.000000500,0.000146750,0.000470201,0.000448942,0.000000000,0.070955973,,0,0.000000000,0.000449442,compute,ATTN_F:none(replicated_local_slice); ATTN_x_rsqrt:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split batch/tokens; preserve elementwise layout'}
3,0_ATTN_pre_x,ELEMENTWISE,0-7,8,hidden_split,previous=batch_size@0,chain_output=hidden@0-7,0.000000000,0.000056000,0.000000000,0.000000000,0.0,0.0,57344.0,5376.0,0.0,57344.0,0.000000000,0.000056000,0.000056000,0.000470701,0.000449442,0.000000000,0.071034999,,0,0.000000000,0.000505442,compute,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'split semantic axis; preserve elementwise layout'}
4,0_ATTN_pre_x_reducesum,REDUCE_SUM,0-15,16,hidden_split,previous=hidden@0-7,chain_output=hidden@0-15,0.000000000,0.000021000,0.000000000,0.000000000,0.0,0.0,17920.0,5376.0,0.0,57344.0,0.000000000,0.000021000,0.000021000,0.000526701,0.000505442,0.000000000,0.079885875,,0,0.000000000,0.000526442,compute,previous:none(compatible_shards+redundant_compute_representative_group),none,{'meaning': 'split output hidden; reduce_dim is local'}
5,0_ATTN_attn_norm,RMSNORM,0-15,16,hidden_split,previous=hidden@0-15,attn_norm_output=hidden@0-15,0.000000000,0.000035000,0.000000000,0.000000000,0.0,0.0,7168.0,5376.0,0.0,57344.0,0.000048278,0.000083278,0.000083278,0.000547701,0.000526442,0.000000000,0.083204954,,0,0.000000000,0.000609720,communication,previous:none(compatible_shards),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
6,0_q_a_linear,GEMM,0-127,128,2d_batch_output:2x64,attn_norm_output=hidden@0-15,"chain_output=2d:batch_size,q_lora_rank@0-127",0.000051750,0.000224000,0.000680285,0.000000000,172032.0,0.0,28768.0,177408.0,0.0,57344.0,0.000000000,0.000224000,0.000275750,0.000682729,0.000661470,0.000661470,0.104546279,,0,0.000000000,0.000205185,compute,attn_norm_output:alltoall_reshuffle(sharded_to_sharded_or_replicated+redundant_compute_representative_group),none,{'meaning': 'coarse 2D split on M and N; layout conversion may cost later'}
7,0_q_norm,RMSNORM,0-7,8,2d_batch_q_lora_rank:2x4,"previous=2d:batch_size,q_lora_rank@0-127","q_lora_normed=2d:batch_size,q_lora_rank@0-7",0.000067750,0.000015000,0.000000000,0.000000000,0.0,0.0,3072.0,177408.0,0.0,57344.0,0.000036604,0.000051604,0.000119354,0.000974479,0.000272935,0.000000000,0.043137766,,0,0.000000000,0.000324539,communication,previous:alltoall_reshuffle(sharded_to_sharded_or_replicated),allreduce(rms_stats_per_batch_shard),{'meaning': 'split batch and hidden; approximate allreduce RMS statistic'}
8,0_q_b_linear,GEMM,0-127,128,output_split,"q_lora_normed=2d:batch_size,q_lora_rank@0-7",chain_output=heads*head_dim@0-127,0.000097500,0.001536000,0.003109875,0.000000000,786432.0,0.0,16384.0,963840.0,0.0,57344.0,0.000000000,0.002687836,0.002785336,0.001123583,0.000422039,0.000422039,0.066703884,,0,0.000000000,0.000000000,local_dram,q_lora_normed:allgather(previous_shards_to_replicated+redundant_compute_representative_group),none,{'meaning': 'split N/output features; column parallel'}
9,0_qb_rnorm,RMSNORM,0-127,128,hidden_split,previous=heads*head_dim@0-127,query_heads_normed=heads*head_dim@0-127,0.000000000,0.000040000,0.000000000,0.000000000,0.0,0.0,8192.0,963840.0,0.0,57344.0,0.000110486,0.000150486,0.000150486,0.003811419,0.000000000,0.000000000,0.000000000,,0,0.000000000,0.000150486,communication,previous:none(compatible_shards),allreduce(rms_stats),{'meaning': 'split hidden; allreduce RMS statistic'}
