op_index,op_name,transform_start_ms,dram_start_ms,dram_end_ms,compute_start_ms,op_end_ms
0,LPU_expert0_up_linear,0.0,0.0,0.0008225,0.0,0.0008225
1,LPU_expert0_silu_mul,0.0008225000000000001,0.0,0.0008875,0.0008875,0.0008995
2,LPU_expert0_down_linear,0.0008995,0.0009265,0.001413,0.0009265,0.0015125
