op_index,op_name,transform_start_ms,dram_start_ms,dram_end_ms,compute_start_ms,op_end_ms
0,0_ATTN_x_rsqrt,0.0,0.0,0.0,0.0,6.5535e-05
1,0_ATTN_hc_fn_linear,6.5535e-05,0.0,4.2905e-05,6.5535e-05,0.000161847
2,0_ATTN_F_rsqrt,0.000161847,0.0,4.2905e-05,0.000161847,0.00016234700000000002
3,0_ATTN_pre_x,0.00016234700000000002,0.0,4.2905e-05,0.00016234700000000002,0.00016334700000000002
4,0_ATTN_pre_x_reducesum,0.00016334700000000002,0.0,4.2905e-05,0.00016334700000000002,0.00016434700000000002
5,0_ATTN_attn_norm,0.00016434700000000002,0.0,4.2905e-05,0.00020909700000000002,0.000251614
6,0_q_a_linear,0.000251614,4.2905e-05,0.000729384,0.000302614,0.000729384
7,0_q_norm,0.000729384,0.0,0.000729384,0.000772384,0.000821419
8,0_q_b_linear,0.000821419,0.000729384,0.0070057669999999996,0.000851419,0.0070057669999999996
9,0_qb_rnorm,0.0070057669999999996,0.0,0.0070057669999999996,0.007071516999999999,0.007156559999999999
10,0_q_rope,0.007156559999999999,0.0,0.0070057669999999996,0.007156559999999999,0.00717256
11,0_kv_linear,0.00717256,0.0070057669999999996,0.007234592999999999,0.00717256,0.0073532269999999995
12,0_kv_norm,0.0073532269999999995,0.0,0.007234592999999999,0.0073532269999999995,0.007358226999999999
13,0_kv_rope,0.007358226999999999,0.0,0.007234592999999999,0.007358226999999999,0.007358726999999999
14,0_hca_compressor_wkv,0.007358726999999999,0.007234592999999999,0.007692245999999999,0.007358726999999999,0.007847578999999999
15,0_hca_compressor_wgate,0.007847578999999999,0.007692245999999999,0.008149898999999999,0.007898579,0.008149898999999999
16,0_hca_compressor_score_softmax,0.008149898999999999,0.0,0.008149898999999999,0.008192898999999998,0.008277985999999998
17,0_hca_compressor_kv_mul_score,0.008277985999999998,0.0,0.008149898999999999,0.008277985999999998,0.008279985999999998
18,0_hca_compressor_kv_reducesum,0.008279985999999998,0.0,0.008149898999999999,0.008370235999999998,0.008374235999999998
19,0_hca_compressor_kv_rmsnorm,0.008374235999999998,0.0,0.008149898999999999,0.008374235999999998,0.008379235999999998
20,0_hca_compressor_kv_rope,0.008379235999999998,0.0,0.008149898999999999,0.008379235999999998,0.008379735999999999
21,0_DV_FA_flash_attn,0.008379735999999999,0.0,0.008149898999999999,0.008379735999999999,0.009990735999999998
22,0_inverse_rope,0.009990735999999998,0.0,0.008149898999999999,0.009990735999999998,0.009991235999999999
23,0_wo_a_linear,0.009991235999999999,0.008149898999999999,0.008411414999999998,0.009991235999999999,0.010247235999999998
24,0_wo_b_linear,0.010247235999999998,0.008411414999999998,0.015733861999999998,0.010409235999999999,0.015733861999999998
25,0_ATTN_post_attnout,0.015733861999999998,0.0,0.015733861999999998,0.015733861999999998,0.015734862
26,0_ATTN_comb_residual,0.015734862,0.0,0.015733861999999998,0.015734862,0.015741862
27,0_ATTN_comb_residual_reducesum,0.015741862,0.0,0.015733861999999998,0.015741862,0.015747361999999997
28,0_ATTN_add,0.015747361999999997,0.0,0.015733861999999998,0.015747361999999997,0.015749361999999996
29,0_FFN_x_rsqrt,0.015749361999999996,0.0,0.015733861999999998,0.015749361999999996,0.015814896999999994
30,0_FFN_hc_fn_linear,0.015814896999999994,0.015733861999999998,0.015819671999999996,0.015814896999999994,0.015908156999999996
31,0_FFN_F_rsqrt,0.015908156999999996,0.0,0.015819671999999996,0.015908156999999996,0.015908656999999996
32,0_FFN_pre_x,0.015908656999999996,0.0,0.015819671999999996,0.015908656999999996,0.015910656999999995
33,0_FFN_pre_x_reducesum,0.015910656999999995,0.0,0.015819671999999996,0.015910656999999995,0.015912156999999996
34,0_FFN_ffn_norm,0.015912156999999996,0.0,0.015819671999999996,0.015912156999999996,0.015982156999999997
35,0_gate_linear,0.015982156999999997,0.015819671999999996,0.015991291999999997,0.015982156999999997,0.016094156999999998
36,0_gate_topk,0.016094156999999998,0.0,0.015991291999999997,0.016137157,0.016139156999999998
37,0_LPU_FFN,0.016139156999999998,0.0,0.015991291999999997,0.016139156999999998,0.018442095
38,0_FFN_post_attnout,0.018442095,0.0,0.015991291999999997,0.018442095,0.018443095
39,0_FFN_comb_residual,0.018443095,0.0,0.015991291999999997,0.018443095,0.018450095
40,0_FFN_comb_residual_reducesum,0.018450095,0.0,0.015991291999999997,0.018450095,0.018455594999999998
41,0_FFN_add_layer_END,0.018455594999999998,0.0,0.015991291999999997,0.018455594999999998,0.018457594999999997
42,1_ATTN_x_rsqrt,0.018457594999999997,0.0,0.015991291999999997,0.018457594999999997,0.018523129999999995
43,1_ATTN_hc_fn_linear,0.018523129999999995,0.015991291999999997,0.016077101999999996,0.018523129999999995,0.018616389999999997
44,1_ATTN_F_rsqrt,0.018616389999999997,0.0,0.016077101999999996,0.018616389999999997,0.018616889999999997
45,1_ATTN_pre_x,0.018616889999999997,0.0,0.016077101999999996,0.018616889999999997,0.018618889999999996
46,1_ATTN_pre_x_reducesum,0.018618889999999996,0.0,0.016077101999999996,0.018618889999999996,0.018620389999999997
47,1_ATTN_attn_norm,0.018620389999999997,0.0,0.016077101999999996,0.018620389999999997,0.018690389999999998
48,1_q_a_linear,0.018690389999999998,0.016077101999999996,0.016763580999999996,0.018690389999999998,0.018914389999999996
49,1_q_norm,0.018914389999999996,0.0,0.016763580999999996,0.018957389999999998,0.019006424999999997
50,1_q_b_linear,0.019006424999999997,0.016763580999999996,0.023277551999999993,0.019036424999999996,0.023277551999999993
51,1_qb_rnorm,0.023277551999999993,0.0,0.023277551999999993,0.023343301999999993,0.023428344999999993
52,1_q_rope,0.023428344999999993,0.0,0.023277551999999993,0.023428344999999993,0.02344434499999999
53,1_kv_linear,0.02344434499999999,0.023277551999999993,0.023506377999999994,0.02344434499999999,0.023556344999999992
54,1_kv_norm,0.023556344999999992,0.0,0.023506377999999994,0.023599344999999994,0.023604344999999995
55,1_kv_rope,0.023604344999999995,0.0,0.023506377999999994,0.023604344999999995,0.023604844999999996
56,1_hca_compressor_wkv,0.023604844999999996,0.023506377999999994,0.023964030999999993,0.023604844999999996,0.023964030999999993
57,1_hca_compressor_wgate,0.023964030999999993,0.023964030999999993,0.024421683999999992,0.023964030999999993,0.024421683999999992
58,1_hca_compressor_score_softmax,0.024421683999999992,0.0,0.024421683999999992,0.024464683999999993,0.02454977099999999
59,1_hca_compressor_kv_mul_score,0.02454977099999999,0.0,0.024421683999999992,0.024592770999999992,0.02459477099999999
60,1_hca_compressor_kv_reducesum,0.02459477099999999,0.0,0.024421683999999992,0.02468502099999999,0.02468902099999999
61,1_hca_compressor_kv_rmsnorm,0.02468902099999999,0.0,0.024421683999999992,0.02468902099999999,0.024694020999999993
62,1_hca_compressor_kv_rope,0.024694020999999993,0.0,0.024421683999999992,0.024694020999999993,0.024694520999999994
63,1_DV_FA_flash_attn,0.024694520999999994,0.0,0.024421683999999992,0.024694520999999994,0.026305520999999995
64,1_inverse_rope,0.026305520999999995,0.0,0.024421683999999992,0.026305520999999995,0.026306020999999995
65,1_wo_a_linear,0.026306020999999995,0.024421683999999992,0.024683199999999992,0.026306020999999995,0.026562020999999995
66,1_wo_b_linear,0.026562020999999995,0.024683199999999992,0.03200564699999999,0.026724020999999994,0.03200564699999999
67,1_ATTN_post_attnout,0.03200564699999999,0.0,0.03200564699999999,0.03200564699999999,0.03200664699999999
68,1_ATTN_comb_residual,0.03200664699999999,0.0,0.03200564699999999,0.03200664699999999,0.03201364699999999
69,1_ATTN_comb_residual_reducesum,0.03201364699999999,0.0,0.03200564699999999,0.03201364699999999,0.03201914699999999
70,1_ATTN_add,0.03201914699999999,0.0,0.03200564699999999,0.03201914699999999,0.03202114699999999
71,1_FFN_x_rsqrt,0.03202114699999999,0.0,0.03200564699999999,0.03202114699999999,0.03208668199999999
72,1_FFN_hc_fn_linear,0.03208668199999999,0.03200564699999999,0.03209145699999999,0.03208668199999999,0.03217994199999999
73,1_FFN_F_rsqrt,0.03217994199999999,0.0,0.03209145699999999,0.03217994199999999,0.03218044199999999
74,1_FFN_pre_x,0.03218044199999999,0.0,0.03209145699999999,0.03218044199999999,0.03218244199999999
75,1_FFN_pre_x_reducesum,0.03218244199999999,0.0,0.03209145699999999,0.03218244199999999,0.03218394199999999
76,1_FFN_ffn_norm,0.03218394199999999,0.0,0.03209145699999999,0.03218394199999999,0.032253941999999994
77,1_gate_linear,0.032253941999999994,0.03209145699999999,0.03226307699999999,0.032253941999999994,0.032365941999999995
78,1_gate_topk,0.032365941999999995,0.0,0.03226307699999999,0.032408941999999996,0.032410942
79,1_LPU_FFN,0.032410942,0.0,0.03226307699999999,0.032410942,0.03471388
80,1_FFN_post_attnout,0.03471388,0.0,0.03226307699999999,0.03471388,0.034714880000000004
81,1_FFN_comb_residual,0.034714880000000004,0.0,0.03226307699999999,0.034714880000000004,0.034721880000000004
82,1_FFN_comb_residual_reducesum,0.034721880000000004,0.0,0.03226307699999999,0.034721880000000004,0.03472738
83,1_FFN_add_layer_END,0.03472738,0.0,0.03226307699999999,0.03472738,0.034729380000000004
84,2_ATTN_x_rsqrt,0.034729380000000004,0.0,0.03226307699999999,0.034729380000000004,0.034794915
85,2_ATTN_hc_fn_linear,0.034794915,0.03226307699999999,0.032348886999999986,0.034794915,0.034888175
86,2_ATTN_F_rsqrt,0.034888175,0.0,0.032348886999999986,0.034888175,0.034888675
87,2_ATTN_pre_x,0.034888675,0.0,0.032348886999999986,0.034888675,0.034890675
88,2_ATTN_pre_x_reducesum,0.034890675,0.0,0.032348886999999986,0.034890675,0.034892175000000004
89,2_ATTN_attn_norm,0.034892175000000004,0.0,0.032348886999999986,0.034892175000000004,0.034962175000000005
90,2_q_a_linear,0.034962175000000005,0.032348886999999986,0.03303536599999998,0.034962175000000005,0.03518617500000001
91,2_q_norm,0.03518617500000001,0.0,0.03303536599999998,0.03522917500000001,0.03524417500000001
92,2_q_b_linear,0.03524417500000001,0.03303536599999998,0.03954933699999998,0.03524417500000001,0.03954933699999998
93,2_qb_rnorm,0.03954933699999998,0.0,0.03954933699999998,0.039615086999999986,0.039700129999999986
94,2_q_rope,0.039700129999999986,0.0,0.03954933699999998,0.039700129999999986,0.03971612999999999
95,2_kv_linear,0.03971612999999999,0.03954933699999998,0.039778162999999984,0.03971612999999999,0.03982812999999999
96,2_kv_norm,0.03982812999999999,0.0,0.039778162999999984,0.03987112999999999,0.03987612999999999
97,2_kv_rope,0.03987612999999999,0.0,0.039778162999999984,0.03987612999999999,0.03987662999999999
98,2_csa_compressor_wkv,0.03987662999999999,0.039778162999999984,0.04069346899999998,0.03987662999999999,0.04069346899999998
99,2_csa_compressor_wgate,0.04069346899999998,0.04069346899999998,0.04160877499999998,0.04069346899999998,0.04160877499999998
100,2_csa_compressor_score_softmax,0.04160877499999998,0.0,0.04160877499999998,0.04165177499999998,0.04168429199999998
101,2_csa_compressor_kv_mul_score,0.04168429199999998,0.0,0.04160877499999998,0.04172729199999998,0.04173529199999998
102,2_csa_compressor_kv_reducesum,0.04173529199999998,0.0,0.04160877499999998,0.04173529199999998,0.04173579199999998
103,2_csa_compressor_kv_rmsnorm,0.04173579199999998,0.0,0.04160877499999998,0.04173579199999998,0.04174079199999998
104,2_csa_compressor_kv_rope,0.04174079199999998,0.0,0.04160877499999998,0.04174079199999998,0.04174129199999998
105,2_indexer_compressor_wkv,0.04174129199999998,0.04160877499999998,0.04183760099999998,0.04174129199999998,0.04195426799999998
106,2_indexer_compressor_wgate,0.04195426799999998,0.04183760099999998,0.04206642699999998,0.04195426799999998,0.04206642699999998
107,2_indexer_compressor_score_softmax,0.04206642699999998,0.0,0.04206642699999998,0.042109426999999984,0.04211942699999999
108,2_indexer_compressor_kv_mul_score,0.04211942699999999,0.0,0.04206642699999998,0.04211942699999999,0.04212142699999999
109,2_indexer_compressor_kv_reducesum,0.04212142699999999,0.0,0.04206642699999998,0.04212142699999999,0.04212192699999999
110,2_indexer_compressor_kv_rmsnorm,0.04212192699999999,0.0,0.04206642699999998,0.04212192699999999,0.04212342699999999
111,2_indexer_compressor_kv_rope,0.04212342699999999,0.0,0.04206642699999998,0.04212342699999999,0.04212392699999999
112,2_indexer_compressor_kv_hadamard,0.04212392699999999,0.0,0.04206642699999998,0.04212392699999999,0.042125926999999994
113,2_indexer_q_linear,0.042125926999999994,0.04206642699999998,0.042850974999999986,0.042125926999999994,0.042850974999999986
114,2_indexer_qb_rope,0.042850974999999986,0.0,0.042850974999999986,0.042850974999999986,0.042851474999999986
115,2_indexer_q_hadamard,0.042851474999999986,0.0,0.042850974999999986,0.042851474999999986,0.04295097499999999
116,2_indexer_weights_proj,0.04295097499999999,0.042850974999999986,0.042965387999999986,0.04295097499999999,0.04302753099999999
117,2_B200_indexer_score,0.04302753099999999,0.0,0.042965387999999986,0.04302753099999999,0.045169530999999985
118,2_B200_indexer_topk,0.045169530999999985,0.0,0.042965387999999986,0.045169530999999985,0.04525463099999998
119,2_DV_FA_flash_attn,0.04525463099999998,0.0,0.042965387999999986,0.04525463099999998,0.04622053099999998
120,2_inverse_rope,0.04622053099999998,0.0,0.042965387999999986,0.04622053099999998,0.04622103099999998
121,2_wo_a_linear,0.04622103099999998,0.042965387999999986,0.04322690399999999,0.04622103099999998,0.04647703099999998
122,2_wo_b_linear,0.04647703099999998,0.04322690399999999,0.05151074299999999,0.046639030999999984,0.05151074299999999
123,2_ATTN_post_attnout,0.05151074299999999,0.0,0.05151074299999999,0.05151074299999999,0.05151174299999999
124,2_ATTN_comb_residual,0.05151174299999999,0.0,0.05151074299999999,0.05151174299999999,0.05151874299999999
125,2_ATTN_comb_residual_reducesum,0.05151874299999999,0.0,0.05151074299999999,0.05151874299999999,0.05152424299999999
126,2_ATTN_add,0.05152424299999999,0.0,0.05151074299999999,0.05152424299999999,0.05152624299999999
127,2_FFN_x_rsqrt,0.05152624299999999,0.0,0.05151074299999999,0.05152624299999999,0.05159177799999999
128,2_FFN_hc_fn_linear,0.05159177799999999,0.05151074299999999,0.05159655299999999,0.05159177799999999,0.05168503799999999
129,2_FFN_F_rsqrt,0.05168503799999999,0.0,0.05159655299999999,0.05168503799999999,0.05168553799999999
130,2_FFN_pre_x,0.05168553799999999,0.0,0.05159655299999999,0.05168553799999999,0.05168753799999999
131,2_FFN_pre_x_reducesum,0.05168753799999999,0.0,0.05159655299999999,0.05168753799999999,0.05168903799999999
132,2_FFN_ffn_norm,0.05168903799999999,0.0,0.05159655299999999,0.05168903799999999,0.05175903799999999
133,2_gate_linear,0.05175903799999999,0.05159655299999999,0.05176817299999999,0.05175903799999999,0.051871037999999994
134,2_gate_topk,0.051871037999999994,0.0,0.05176817299999999,0.051914037999999996,0.051916038
135,2_LPU_FFN,0.051916038,0.0,0.05176817299999999,0.051916038,0.054218976
136,2_FFN_post_attnout,0.054218976,0.0,0.05176817299999999,0.054218976,0.054219976
137,2_FFN_comb_residual,0.054219976,0.0,0.05176817299999999,0.054219976,0.054226976
138,2_FFN_comb_residual_reducesum,0.054226976,0.0,0.05176817299999999,0.054226976,0.054232476
139,2_FFN_add_layer_END,0.054232476,0.0,0.05176817299999999,0.054232476,0.054234476000000004
140,3_ATTN_x_rsqrt,0.054234476000000004,0.0,0.05176817299999999,0.054234476000000004,0.054300011
141,3_ATTN_hc_fn_linear,0.054300011,0.05176817299999999,0.051853982999999985,0.054300011,0.054393271
142,3_ATTN_F_rsqrt,0.054393271,0.0,0.051853982999999985,0.054393271,0.054393771
143,3_ATTN_pre_x,0.054393771,0.0,0.051853982999999985,0.054393771,0.054395771
144,3_ATTN_pre_x_reducesum,0.054395771,0.0,0.051853982999999985,0.054395771,0.054397271000000004
145,3_ATTN_attn_norm,0.054397271000000004,0.0,0.051853982999999985,0.054397271000000004,0.054467271000000005
146,3_q_a_linear,0.054467271000000005,0.051853982999999985,0.05254046199999998,0.054467271000000005,0.05469127100000001
147,3_q_norm,0.05469127100000001,0.0,0.05254046199999998,0.05473427100000001,0.05474927100000001
148,3_q_b_linear,0.05474927100000001,0.05254046199999998,0.05905443299999998,0.05474927100000001,0.05905443299999998
149,3_qb_rnorm,0.05905443299999998,0.0,0.05905443299999998,0.059120182999999986,0.059205225999999986
150,3_q_rope,0.059205225999999986,0.0,0.05905443299999998,0.059205225999999986,0.05922122599999999
151,3_kv_linear,0.05922122599999999,0.05905443299999998,0.059283258999999984,0.05922122599999999,0.05933322599999999
152,3_kv_norm,0.05933322599999999,0.0,0.059283258999999984,0.05937622599999999,0.05938122599999999
153,3_kv_rope,0.05938122599999999,0.0,0.059283258999999984,0.05938122599999999,0.05938172599999999
