op_index,op_name,transform_start_ms,dram_start_ms,dram_end_ms,compute_start_ms,op_end_ms
0,LPU_expert0_up_linear,0.0,0.0,0.0014945,0.0,0.0014945
1,LPU_expert0_silu_mul,0.0014945,0.0,0.00153925,0.00153925,0.0015512500000000001
2,LPU_expert0_down_linear,0.0015512500000000001,0.00157825,0.00240075,0.00157825,0.0024902500000000003
